message_id,customer_msg
2511569,When nothing you’ve ordered on #AmazonPrime in the past month has actually arrived in two-days. Am I seriously the only one? @115821 https://t.co/Jy0Bin02Cr
2816293,@AmazonHelp ordered a JBL CHARGE3 on Black Friday. Unplugged it the first time it does this help!  @164902 maybe you can help too?  I don’t want a return just a new cord. https://t.co/UbEAakQCcI
2678794,@AmazonHelp Dans ce cas annulez ma commande et remboursez moi
1189739,"@AmazonHelp @115850 Can I know why the pickup is cancelled??
I am done with this bullshit despite you guys apologizing for yesterday's behavior.
Call me. https://t.co/l6JqgynyH0"
2891947,@115821 I need help! I scanned a $50 gift card on my phone 11/23 and it’s not noted on my account. I noticed yesterday when I went to make a purchase. I sent emails and to no avail. Please help.
386478,"@115850 @AmazonHelp @115821 - Order# 408-3265294-3245900,I haven't recevied my product yet, nobody is giving the date ,i am a prime member"
1774116,@AmazonHelp I have shared the required details. Please resolve the issue ASAP
1009206,"@AmazonHelp Just spoke with your representative and found him 'rude' which is 'silly', and never expected this from the professionals like u @115850"
1572817,"@AmazonHelp Hello Team, Return order request has not been done yet. Please help. Urgent.."
2355264,"So if you lost my #kindle how exactly was it returned @115821, Also why do you think my home is a business. Also, why did you say I was closed because today is a holiday? Do I owe myself holiday pay? #Curious https://t.co/ig2otyw5Lw"
2220064,"@AmazonHelp Haven't received yet? I guess I have to cancel this order. I have to give to a friend who is leaving tomorrow morning. If its not delivered today, I would be forced to cancel this order."
561656,@AmazonHelp It was amazon. AMZL US
1712586,If @115821 leaves another one of my packages outside unattended I’m going to stop ordering from them @AmazonHelp
970283,"@AmazonHelp I will never advise any of my known people to buy a single thing from Amazon. Even it's offered for free. Really absurd, arrogant attitude."
2402381,"@AmazonHelp it was DPD I’ve had pantry boxes before always secure, I’ll need to reorder but I’m not paying delivery again"
752409,@AmazonHelp This came up so I emailed the email address on the website to send proof and that is what failed to send https://t.co/bWem9XFFQm
2329608,@AmazonHelp Also promised a refund for missing order but no email confirmation yet
2708442,Amazonプライムにも入会してしまったのでますます視聴がおっつかない
723279,@AmazonHelp No. it just diappears.
888415,@AmazonHelp I appreciate your response. We posted the same on your page just to bring it in to your notice and swift action only as we are frustrated enough by the system
2240674,"@AmazonHelp thank u amazon not to deliver my product on time.
Again missed delivery date"
505782,@AmazonHelp Vendido x Amazon EU
120273,Thanks to @116935 for an easy-to-use and fast-connection iOS App! #BehindTheSmile
2212009,"@117795 really don't like when your couriers lie about accessing my location that has no security gate.  My son has allergies, I order his food from you.  Now he has to wait bc your courier doesn't know how to Google map. Or call us if lost. Thx"
320882,@AmazonHelp @115850 trimmer and bedsheet means the same ! I can keep the bedsheet if it's a Diwali gift but send me the trimmer I had ordered ASAP. https://t.co/KbQKMv8sxX
535083,@AmazonHelp 人工知能と疑ってすみませんでした。丁寧なリプライ心に響きました。遅い時間までお疲れ様です。頑張ってください。
814214,@115850 Surprised that @118702 @122951 delivers every product in 620024 but you don't
281979,@AmazonHelp Your product wich is in pic looks diffrent nd we receve is diffrent and also a color we cannt cancle this bcz i m live in dakor gujarat
2870730,Way to go @115821 for just throwing my stuff in a box with no packing material and with everything out of the wrappers. #goodjob https://t.co/lVMo6vFahI
384166,@AmazonHelp Pl tell me delivery date
1283798,@AmazonHelp Una ayer y hoy mismo he puesto otra.
300502,@AmazonHelp already been on the phone to customer support still fuming with you cancelling my prime membership disgusting behaviour
2679227,@AmazonHelp não
1434066,"@123813 existe mes de prueba? La competencia es pésima, pero dicen que ""más vale malo conocido..."""
490547,@115821 why is the Alexa app moving so slow today ?
1558898,i'm crying my amazon package was supposed to arrive at 9 and it's def 9:20
348953,@AmazonHelp Like I mentioned in my first tweet I was assured and sent an email confirmation but still I keep receiving the product every 2 months. Not sure if its a bug in your systems that my order is not getting updated
1869767,"@AmazonHelp My card was already charged, but the status says ""shipping soon"". I am concerned that if my order hasn't even been shipped, then how will it be delivered by the date Amazon sets? But I will wait until the 10th to see if my order gets home."
973570,"@115851 @AmazonHelp Why is @115850 promoting and selling spurious/counterfeit items? No answer to queries to them. Does Amazon encourage selling counterfeits? In India, this is illegal. https://t.co/9eXMnsrn99"
1445350,You pay for an Amazon Prime membership and this is where your packages are left whilst you’re at work 😤 #NotImpressed @115830 https://t.co/UEvbve6G0I
1380693,@115821 wanna tell me why the order I placed yesterday w/1-day shipping isn’t scheduled 2 arrive until Wed? GRANDDAUGHTER B-DAY &amp; u SUCK
1302305,"@115850 #AmazonNow has some rude representatives 😷
Pathetic! Send a substitute and later argue nonsense without  getting facts right!"
990743,@AmazonHelp Again my another order with  Order ID: #405-0991980-9519516 cancelled without my concern why amazon provide offers during great indian sale?
873862,@AmazonHelp I'm trying to watch 12 Chairs on prime but the subtitles are about a minute off to the words. Is it an issue on my end or yours
1750492,What's the point of subscribing to @115830 Prime if it keeps failing to meet its one day delivery promise? Then being told to wait another few days for it to turn up. Rubbish.
475137,@AmazonHelp A just need acces to my account why are you lot making this so hard for me
546366,"@AmazonHelp Num: CR0000301163
En transit
Livraison avant 20h"
2571783,"@AmazonHelp @115830  Can you please quote the definition of ""Guaranteed delivery"" please?What's the point in prime if you fail to deliver?"
1043021,@AmazonHelp Could I get a message please? I’ve got a complaint to make
1710386,@AmazonHelp See line extra 3000 off on this mobile
710630,"@115821 Today it was @81 , the gear I got yesterday was @115817"
1490162,.@AmazonHelp Pre-ordered @123473 @466085 #Slobberkocker a month ago. Now I've been told it won't be dispatched until DECEMBER! Why?
422033,"@AmazonHelp Ist aktiviert, funktioniert aber nicht. Heute wieder 2x😩  Kam bisher nur 1x an, bei einer Bestellung von Amazon USA. Geht auch anderen so. 🙁"
1369958,@115850 @115850 I am expecting a quick response
244076,"@115850 Return pick is not as per date schedule.
Unsatisfied with Amazon service.pin394601 __email__"
1132127,@AmazonHelp I don't think it's anything nefarious but I get constant order and shipping confirmations for things I didn't buy which is super annoying
2593126,"Compras navideñas, listas ✔
Gracias @116875 !!"
922728,@AmazonHelp I've ordered through Amazon.. The product was received by the courier.. But they've said that they can't deliver to my home..
2439667,Clients @115821 attention à l'arnaque qui tourne par mail !!! https://t.co/UgGWLuJjw1
2290432,"@AmazonHelp My recent orders aren't displaying in My Account, can you help?"
975030,@AmazonHelp @115850 so any update
1505374,@AmazonHelp i think amazon have just took a random £1 off me? I have no idea why
841372,朝いきなりAmazon有料サイトてきたあ(＞＜)こわっいぃぃぃ https://t.co/EtCZ6oi0fU
575357,Hello @115821 where the heck is the cat tree I ordered for my cat’s birthday. It was supposed to be here yesterday
600271,@115830 really annoying Mr at this stage can't get a single issue resolved. Can I please have a contact number for customer service in Ireland
1306446,How’s my Thursday going? Well my amazon account got hacked and was charged $900... &amp; I’m honestly impressed bc I didn’t know I had $900
790175,@AmazonHelp very funny..I have already contacted ur team two times but they are helpless..your delivery process sucks..order#216240052017
945616,@AmazonHelp I have shared the details .please have a look.
318548,@115850 till now i have no confirmation about order even though guaranteed delivery !!
434588,"@AmazonHelp Amazon logestic team has arrived my house and talking roude,  that he has delivered to neibour itseems, and we don't no anyone there and"
350259,@115850 i place 2 Order # 406-0047227-2461909 &amp; 406-9046171-0664359. I select wrong delivery address by mistake. Plz update my address
458905,@115821 you need better customer service reps.
900900,"これ今日2通目やねんけど
Amazonちゃうよな？
装ってるやつやんな。 https://t.co/oABRpkqJ5c"
397417,@AmazonHelp Una reclamación por vuestra parte.
1427864,"@115830 Yes, and surprisingly enough they don’t say ‘inside my bin’"
831080,@AmazonHelp Nope. They cancelled the one that was supposed to arrive 10/7. And will try to get the next subscription order out.
2401222,@AmazonHelp It is getting increasingly annoying to figure out when a Prime item will be delivered.
2827266,@AmazonHelp こういう事に備えて無駄に箱が大きいと思っています。商品の箱には破損もなく、動作も問題ないようです。お気遣い有り難うございました。
725245,@115850 @AmazonHelp I had ordered OnePlus5 on 28th June ‘17. I still haven’t receivedcashback of Rs. 1500 (SBI card offer). Please help!!! https://t.co/227y7N6DdC
2390423,@AmazonHelp Easy set up and the ability to send messages/make phone calls with voice recognition 👍🏻 thanks @115821
2551968,"@AmazonHelp Nope. Just takes me to sign in page. I just won't buy anything but books/dvds anymore. They're cheap. If I can't return,no big loss."
246378,"@AmazonHelp Gestionado por Amazon.
Vendido por: Amazon EU S.a.r.L."
1209481,アマゾンで注文してた零さんのウィッグが届いていないのに配達完了になっているw零さんどこいったんですかww
439697,@AmazonHelp Reverted but failed. Share correct email id
1424282,@AmazonHelp 406-6963082-7457947 order number ! I am a prime customer and this service is really a joke
816088,"@AmazonHelp Hi. Sorry late getting back, I had an email on 22/07/17 stating that auto renew was turned off and no further payments would be taken."
322025,@115830 I've just received an email from you saying I need click on a link to get a credit voucher. Is this spam? I can dm a copy.
2391895,@AmazonHelp pls pls pls tell me you'll have music unlimited BF deals for EXISTING customers (uk)
179988,@AmazonHelp Can you not advise anything here?
1748909,@120533 vous allez sortir la fire HD 10 en France ? Une date ?
2956966,"@AmazonHelp What exactly do you want me to do? That just takes me to your ""questions?"" Page… 
I don't have a question. It is a reoccurring complaint. https://t.co/Hrg68liFcR"
2852110,"@116928 Buenas tardes! Tengo un producto defectuoso y no puedo contactar con el vendedor. 
Número del pedido:
 171-7713708-0461967
¿Cómo he de proceder para su reembolso o sustitución? Gracias"
1367967,"@AmazonHelp Order is ""dispatching soon"" but it's arriving today, and it's 4pm already? Need this item for work. https://t.co/sjlHw5kAsy"
152203,@AmazonHelp Ah dommage je n'achèterais pas alors. Vous ne savez pas si vous en aurez à nouveau en stock ? (vu que ce sont les nouveaux ipad pro).
123424,"@116313 →Kindle版も絶賛おススメ！
見開きページのビジュアルが見事です。
紙媒体だとページのあいだ、いわゆるノド？にあたるところで画像がどうしてもすこし難ありのなりますが、2ページ見開き掲載スタイルにすると画面いっぱいにー
つよぽんのーごろさんのーしんごのー
素晴らしい｡ﾟ(ﾟ´Д｀ﾟ)ﾟ｡"
355328,Um grande elogio p/ @117086 q vendeu a coleção d teatro completa do Shakespeare c/ o menor preço da interwebs e entregou em menos d 2d ❤️ https://t.co/vs0UqFqOSr
2740685,@115850 I have purchased a Motorola pulse escape for rupees 1990 and paid the amount by Visacard by online portal. But somehow first time the transection has been failed but money has been deducted and therefore I have paid second time for the product. I want my money back.
490381,Hey @115821 remind me why I'm paying for 2day shipping when twice this week my packages have been late and another package last month was also late.
77578,"@AmazonHelp You see, it's not just the thrill and the throttle for me. It's the storytelling and the cliffhangers that make it, it. And not sure what the form was about, but filled it nevertheless... https://t.co/Hyexcr1JPZ"
324221,"@115850 order id-402-4902132-3775509  how this paymnt can be done when no delivery boy came to my add.
Allahabad delvry system is poor. https://t.co/jGqMCKUqen"
2341942,@AmazonHelp It says out for delivery
1546647,@AmazonHelp I've gotten it and it works now so thank you
1380270,"@AmazonHelp I have placed 3 orders none of them have delivered yet. I had to cancel it after waiting for a months
See Order#__credit_card__"
77624,"@118919 can you provide an assistance regarding a product i ordered because i received an email to review on the product when in fact it has not been delivered to me. The expected date of delivery mentioned was 28Nov, no attempts for delivery whatsoever"
389949,@AmazonHelp @115851 the status still says on the way - This is laughable !! https://t.co/3nBMazoDUE
637324,@AmazonHelp It’s with https://t.co/qgEGP0rVqi. I have been charged $10.99 for a U.S subscription for amazon prime and I don’t have prime.
2906640,"@AmazonHelp #facepalm cookies and cache do not create issues like that, those look like placeholder tokens that were not replaced when the page was rendered. I'd suggest you have your developers look into this, I am fairly sure they will find references to the tokens in the source code."
58121,@AmazonHelp A claim and escalated. Then the same bs email about how more info is needed and the seller hasn’t received the item. Horrible customer serv.
394901,"@115821 @119356 @AmazonHelp @115851 @209576 Is there anyone who is really concerned abt their customers?  Desperately looking for positive solution. I m not getting any Email response too. Extremely disappointing. Instead of postmorteming the issue, give me the replacement of goods..🙏🙏"
1602143,"@115850 my package is to be delivered today. Have a flight in evening, and I am here at location only for the next two hours. Please help!"
1123622,@115850  https://t.co/JaLEb3OG0B
2405135,@AmazonHelp Had email with £40 off a Kindle. Website won't allow the code says it's expired.
920931,@115850 Stop posting shit. You sold be a defective product and doesn't give a damn about  issue. #biycottAmazon #fakeamazon #disappointing services
2882567,"@AmazonHelp Yea, same day delivery didn’t get delivered TWICE. After leaving delivery instructions, even though even when I haven’t I usually get a phone call. Also my previous package with 2 day delivery was a day late. What’s the point in being a prime member?"
1682700,@AmazonHelp No updates since that Saturday message about access. Got other mail and different Amazon package on Saturday.
2288004,@AmazonHelp #First lost my order# then you place replacement order # 2 days delivery for normal purchase &amp; 5 days for replacement # what a disgusting service
862487,Mala experiencia con @116928. Van 2 pedidos no entregados y ha pasado casi 1 mes de la fecha de entrega. Pongo reclamación y ni contestan
782539,@115850 kindly refund my money  order #404-9907668-2959526
2463902,How do I contact @115830 and why is it so dificoult?
382918,"Really wanting to be an @115821 fan, but when all three of my devices are broken after having them for 3 months it's hard..."
425425,@AmazonHelp How long it will take can you please deliver it now.
1466066,@AmazonHelp Livraison reportée au 2 novembre.. Heureusement que j'en avais besoin avant et que j'ai pris celui là pour le fait qu'il arrivait avant ! ;)
182978,@AmazonHelp yes i dropped all the details. it has been more than a week.
1547873,"@115821 amazone did fraud with me.. i buy a product prepaid and amazone didn't give me the product or  refund 
Order #
403-4256956-6053949"
2614171,Just called @115830 . They said account is on hold. Couldn’t tell me why and that someone would call me in 24hours. Utter rubbish. Your customer service continues to dumbfound me.
883014,"@115821 So, now explaining it for a fifth time to get another agent. Who still doesn’t get it."
1494753,@AmazonHelp You did it again. Received wrong product today sixth time..  #nowords @AmazonHelp
1832523,@AmazonHelp @115821 @AmazonHelp @115850 what good is amazon prime for me then? when it doesn't even work.
243218,@116875 hola me pueden ayudar a hacer una corrección en una factura de un producto que ya recibí?
245219,@115850 How come the prce of Sandisk microsd crd wth adaptor priced in ur 'Lightning Deal' as 649 bcomes 739 at chkout wth normal delivery
109855,@115850 Trying to reach amazon customer care since last two weeks regarding order 408-3616751-7832318. Tried through email and call but no response. Tried in app help but no relevant option. I pm my number to you to call me regarding the issue.
210450,@AmazonHelp Can you please tell me why same product is tagged with 3 different prices at 3 different times..
2980274,アマゾンさん違う商品送ってきたよ～😭
2166603,"@115850 Whats the point giving code which never works and give error ""This property is not participating in the offer"" -Lucky Winner of Amazon Great Indian Festival 2017"
457754,@AmazonHelp @137599 my copy of destiny 2 was cancelled because we used the same card to pay on each account and every person I’ve talked to in CS has told me to just buy it again at more than double the price it was when I purchased it
304392,Okay but... I'm officially a victim of misleading photos on Amazon. @115821 https://t.co/hl2Z2nJQJm
2806593,"Hi.
https://t.co/GzF9Py9bXZ"
39590,For god sake @115821!! Second time in 6 weeks your delivery guy breaks my mailbox door! Like that box was ever going to fit!! .de order https://t.co/N6GqYoVsDo
1423502,Half of the country who ordered Echo after October 5 has received their unit. But @115850 guys in Hyderabad are yet to deliver my unit.
695,Just pulled another #Amazon delivery out of the bushes since the #amzl people can’t walk the extra 2 ft to my door. So tired of this.
424012,"@118919 Madharchod amajon wale randi ke aaulad madharcho mera paisa fasaya helpline numbe bhi nhi lag rha 
Bhut jaldi honewala hai patan india se"
787143,"@AmazonHelp  agents say, we will refund you in 5 days! it's been 13 days. still waiting for @71902 @133462 is growing better. https://t.co/nNwMDB50eP"
493272,"@AmazonHelp Have done that. But what’s the point, have raised it before but no one does anything???"
279683,"@AmazonHelp @115851 very shameful activity by amazon, instead of taking action on complaint you people give make responsibility on consumer. 1/2"
2954500,@115830 Can you confirm that order 206-8195514-7057146 is still being delivered today please
1451821,@AmazonHelp Here it is. I know they are working hard and a hurry but it’d be nice if packages were not thrown @ front door https://t.co/MQQLDAceIW
326736,@AmazonHelp Danke
735276,@AmazonHelp You're missing the point I paid for next day delivery and here we are 2 days later and I still haven't got it
2818521,"@AmazonHelp Milford, US (Massachusetts) station is unable to deliver *any* package to my address on time, if ever—I suspect they're intentionally ""losing"" (destroying) my packages, #AmazonLogistics leadership team is unable to provide satisfaction #CloseTheStation #TerminateStationManagers"
957578,@AmazonHelp Providing my details 9th time. Let's see what you gonna do this time
403504,@AmazonHelp Dji phantom drones weren't available on amazonin. Are they available now since you showed one in the video lol
757755,@AmazonHelp @115851  sorry to bother you but Amazon did mentally harass with me specially for this product.Pls do the needful. Pls escalate till high
863906,Amazon drivers need to fix up - how are you gunna pull up outside my house and still deliver my parcel to the wrong address 😐
2903608,@AmazonHelp Still confused. Item I purchased is marked as Prime and in stock. Therefore should be despatched tomorrow latest surely? So I should have it Thursday? https://t.co/SaqeLWGZzK
2921393,Kitten TV on @116439 🐱🐱🐱 https://t.co/tmvlpcnbJ1
763046,@AmazonHelp ordered a phone case and paid £6 for next day deliver yesterday to be told it would be delivered today but never turned up 🤷🏻‍♀️
1676433,"@AmazonHelp Non, comment faire et pourquoi?"
2308924,"@AmazonHelp Gonna have to return another thing now, 3rd thing in the last 2 months"
1258266,"Just received my copy of #AnOrdinaryLife , thanks @115821 for Super fast delivery and really can't wait to start reading it @77379 https://t.co/cYFCPRFJEI"
834414,@AmazonHelp Hable con atención al cliente y puse día reclamaciones
2697183,@AmazonHelp Where is the applications library??
439233,"@AmazonHelp Bonjour, possible d'avoir des nouvelles d'un colis qui n'arrive pas en point relais colis ?"
839378,@AmazonHelp Customer care helpless. No answers except prod cut will be delivered
1776209,@115821 customer service is trash I was told 3 different things each time I called Then they hung up when I asked to speak with a supervisor
1100478,"tried ordering Wide Sargasso Sea off @115821 because i need it for college and my shipping address clearly has Fredericksburg, VA in it and they sent it to Troy, AL 😤😤 @AmazonHelp https://t.co/FAvVqC0fdq"
619188,@AmazonHelp Realmente eso es lo más importante y no la pérdida de mi pedido? Podéis pedirme por privado el número de seguimiento y así poder ayudarme creo.....
1665742,@AmazonHelp Amazonにこんなシステムがあったなんて……！
226420,@115850 Why’s that i get #WrongPageError when i place an order followg ur optns available?
322989,"Oye @116875 ya te tardaste en hacer una promoción en libros.
🤔 ¿O me la habré perdido?
😱😭"
1380254,@AmazonHelp You've failed to adhere to the agreement made when I purchased Amazon prime yet again. I'll be cancelling my membership.
2452877,@AmazonHelp Stop cheating #amazon stop scamming
2812811,I HATE USPS. STOP GIVING MY PACKAGES TO THEM. WHY CANT I JUST HAVE UPS OR FEDEX EVER?! I wouldnt be paying for Amazon Prime if I wanted my packages in a WEEK. 😠😠😠😠 @118706 @115821
2568530,"@117086 queridoss &lt;3 aqui, mnh mãe disse q esse mês foi cobrado duas vezes no cartão a minha conta do Kindle Unlimited. tem como analisar?"
191551,@AmazonHelp What happened is I tried to change my bank details from Spain and they flagged me as fraud - even though it was my account. :(
1482322,No puedo ver el amazon prime TNS #fraude @116875 @116928 https://t.co/JEogEetS77
250028,@AmazonHelp I already did many times you can check from your end
419579,"@115850 disappointing Self Return service at Amazon Seller Services, Pune Chakan  #badservice"
529956,@AmazonHelp Not that I can see https://t.co/3MN7sX8gtg
981961,"@AmazonHelp Still on the call. So far, prepaid label (no printer or car and nearest delivery office is quite a walk away) or arrange my own courier"
1354458,"@AmazonHelp It is more than a month, is this your refund policy? @AmazonHelp @115850"
150598,@116875 A casi 2 meses de la compra no ha llegado mi producto.Contestan q el vendedor se retiró de Amazon. Quiero saber quien se hace responsable
386495,"@AmazonHelp I ordered a pair of pillow covers on 7th Oct, the order was eligible for prime, yet it's being delivered 6 days after."
1001037,Amazon shipping sucks! 3 of my last 4 orders have been late by multiple days or just been lost completely. @115821 @118706
401570,@AmazonHelp Código do rastreio: OA510958988BR
2011882,"@AmazonHelp I have 2 shipments left the carrier facility at the same time, one arrived and the other still in its way. https://t.co/scPkEp0gLl"
530046,@AmazonHelp I was told that it would arrive by 9am. I have just spoken to a manager who cannot get a carrier to answer the phone. There doesn't seem to be much point in the call centre as they can't do anything.
1208746,@AmazonHelp me habéis facturado mal la compra de contenidos Kindle. Como realizo la reclamación? Gracias
352812,Why don't you send us the contact no. of the courier rep along with status email and SMS when order is out for delivery? @115850 @115821
2399412,@115850 pre ordering and waiting one month  for getting echo dot is way too long @AmazonHelp
2888165,@AmazonHelp Vendido y enviado por amazon
80619,"Any idea, why @115833 is not answering or switching the lights on/off? With #reverb or #Alexaapp we’ve no probs?! We tried several times with a factory setting, but nothings works. Thanks for your kind support, BR Dini"
1558047,"@AmazonHelp hi I am trying to set up multi-room music across my echo and dot but when I select one, the other becomes unavailable. Help?"
399875,@AmazonHelp u hv the order id... Ryt...?? Chck the issue then
1744072,"Placed an @115821 order two days ago, paid extra for it to be delivered today. Order status page says.... shipping soon. 3 hours left, and it still hasn't left their warehouse. FFS"
353242,@AmazonHelp Sir my no. 9694538533 please call
107296,@AmazonHelp Bonsoir j'aimerais juste que mon colis soit envoyé à la date indiqué
429963,.@115850 very nice service . Look at these SS n do needful order No. is - # 171 - 3764860-5084322 . https://t.co/wcqCIXYCwn
2104252,@AmazonHelp Yes. Ive been advised it will be here. Its 12:31 and its not even out yet!
255747,"Damnit @115821, you got me again. I really going to cancel #prime this time. https://t.co/WFUVyblhaa"
1714326,"@AmazonHelp I sent all the details to your link but your team says whatever email you have given,no account by that name,how it is muzzling,howdo Iorder"
2827334,"@119356 
Haven't got any follow up or cashback even though ample of reminders to Amazon Customer Service.
Order # 402-3583162-6473110
Order # 402-8532082-6637114
@AmazonHelp
@18220
@116327
#falseadvertising"
2549520,"Faux mail reçu.
Ne jamais cliquer  bouton "" Annuler la commande "" Sinon le pirate aura accès à votre compte @2600  @63522 https://t.co/8hw7yguedF"
2884904,@AmazonHelp To which email adderess shall i send the email in italian?  I can write in italian i just need the right email address that ‘ll help
266023,@AmazonHelp Called in a feel like i got 0 information from the rep on the status
1179722,@AmazonHelp i still have not received my package after waiting the rare 36 hours. Id like instructions on how to follow up on this.
1689513,I️ won’t be ordering from Amazon anymore 🤦🏽‍♀️ my package went missing the first time and the second one still never arrived
972821,@AmazonHelp stop selling defective products
2675636,"@AmazonHelp Have spoken w/ 3 reps today who say they don't see the Amazon Pay charge. Yet, I received a receipt &amp; see the charge on my CC."
1595208,@AmazonHelp #403-4263631-6499550/NoDeliveryinLast5Days/RefundInProcess/NomoneyforDhanter&amp;Diwali Thanks @115821 :(
2011986,@117086 Olá! Como faço para trabalhar com vocês?
142879,"um, hiiiiiii I need coffee and Amazon sent the wrong humidifier filter so I'm drier than a desert???"
586908,"@AmazonHelp I've restarted the stick, the router and I've tried 'forget' the network and re added it - nothing is working, I've already gone through the Amazon troubleshooting guide!"
1680118,@AmazonHelp China post. Do they send mail via container ship or something?
145873,@120533 Livré aux résidents... 😂😂
853887,Tengo un enojo @115821 LADRONESSSSSSS https://t.co/p8xGhaOdT2
17925,@AmazonHelp @115850 at my address. Will pay then return charges. But also want to tell u this is not right that we pay self return courier cost then what's
224847,アマゾンさん？ https://t.co/qJ6ZftBt69
302240,"If @115821 is going to do its own package delivery, it might want to ask @115817 and @81 for simple tips on stopping package theft... https://t.co/PC6xYVsEQu"
1427978,@AmazonHelp So angry already switching business to walmart
2800475,"Socorro, estou prestes a gastar tudo que eu tenho na @117086"
2361900,@115830 - is there really any need for such a large box to deliver my product in? Seriously!! https://t.co/ufNzqMXhTe
67453,@115830 Why have I been charged even though I cancelled my membership! I had a prime trial &amp; then cancelled it way before renewal. WHY?!?! https://t.co/OKVzHwIsB4
1252053,@AmazonHelp @115850 i have not received the amazon pay csshback against order 405-7981836-3136360 was that fake or what..
947689,@AmazonHelp Why do I keep getting emails thanking me for reviewing products I have never bought or reviewed?
743261,@AmazonHelp Between 3/11 - 22/11... 😢
1239547,@AmazonHelp A seller
69783,"Hi @115850, how do you manage your deliveries in countries like USA or Canada where things like #Aadhaar don't exist? Pls stop fooling people."
725273,@AmazonHelp Order placing 4m non-prime acc prompt 2 prime 2 get nxt day dlvry. bt order placing 4m prime acc never offer nxt day delivery.😂😂
660345,@AmazonHelp 書店まで買いに行かなくてもよいのと嵩張らないので大変おせわになってます🙏(*´ω`*)
1235935,"Amazon、毎回私のクレカを拒否するんだけど、なんでだ
間違えて登録したのかな、、"
2485522,@AmazonHelp I just got both packages! Thank you!
542237,"@116618 The ""Amazon Video Terms of Use"" link is broken. What are the terms of use? https://t.co/YlWjMgrOue"
735638,@115850 And the product is still in 'shipping' state.
1018175,@AmazonHelp @115850 @118702 @119351 #fraudamazon #norefund #noreplacement got email but not contacting #fraud Amazon @119351 @146956  @118342 @118702 @4030 https://t.co/ZoMEfuLh35
1168482,@115821 i requested a cancellation of the order and its not in my orders list but i dont have the money @115821
226373,@AmazonHelp Ok! Are u starting sending invites from this week onwards? And will the 30% off continue till many weeks?
